Voltage U1	Corriente IA
U1/V	IA/nA

7.00	0.13
7.03	0.14
7.05	0.12
7.08	0.12
7.10	0.13
7.13	0.13
7.15	0.12
7.17	0.12
7.20	0.14
7.22	0.13
7.25	0.13
7.27	0.15
7.30	0.13
7.32	0.13
7.35	0.14
7.37	0.13
7.39	0.13
7.42	0.13
7.44	0.13
7.47	0.13
7.49	0.13
7.52	0.15
7.54	0.13
7.57	0.13
7.59	0.14
7.61	0.12
7.64	0.12
7.66	0.13
7.69	0.12
7.71	0.12
7.74	0.12
7.76	0.14
7.78	0.13
7.81	0.13
7.83	0.15
7.86	0.13
7.88	0.13
7.91	0.14
7.93	0.13
7.96	0.13
7.98	0.13
8.00	0.13
8.03	0.13
8.05	0.13
8.08	0.15
8.10	0.13
8.13	0.13
8.15	0.15
8.18	0.13
8.20	0.13
8.22	0.13
8.25	0.13
8.27	0.13
8.30	0.13
8.32	0.15
8.35	0.13
8.37	0.14
8.40	0.15
8.42	0.14
8.44	0.14
8.47	0.15
8.49	0.13
8.52	0.13
8.54	0.13
8.57	0.14
8.59	0.13
8.62	0.13
8.64	0.15
8.66	0.14
8.69	0.14
8.71	0.15
8.74	0.14
8.76	0.14
8.79	0.14
8.81	0.14
8.84	0.14
8.86	0.14
8.88	0.15
8.91	0.14
8.93	0.14
8.96	0.16
8.98	0.14
9.01	0.14
9.03	0.17
9.05	0.16
9.08	0.16
9.10	0.16
9.13	0.17
9.15	0.16
9.18	0.16
9.20	0.18
9.23	0.16
9.25	0.16
9.27	0.18
9.30	0.16
9.32	0.16
9.35	0.16
9.37	0.16
9.40	0.16
9.42	0.16
9.45	0.17
9.47	0.16
9.49	0.16
9.52	0.18
9.54	0.16
9.57	0.16
9.59	0.17
9.62	0.16
9.64	0.16
9.67	0.16
9.69	0.15
9.71	0.14
9.74	0.14
9.76	0.16
9.79	0.14
9.81	0.14
9.84	0.16
9.86	0.14
9.89	0.14
9.91	0.14
9.93	0.14
9.96	0.14
9.98	0.14
10.01	0.16
10.03	0.15
10.06	0.15
10.08	0.17
10.10	0.15
10.13	0.15
10.15	0.16
10.18	0.15
10.20	0.15
10.23	0.15
10.25	0.16
10.28	0.15
10.30	0.15
10.32	0.17
10.35	0.15
10.37	0.15
10.40	0.17
10.42	0.15
10.45	0.15
10.47	0.15
10.50	0.15
10.52	0.15
10.54	0.15
10.57	0.17
10.59	0.16
10.62	0.16
10.64	0.17
10.67	0.16
10.69	0.16
10.72	0.16
10.74	0.15
10.76	0.15
10.79	0.15
10.81	0.16
10.84	0.15
10.86	0.15
10.89	0.17
10.91	0.15
10.94	0.15
10.96	0.17
10.98	0.15
11.01	0.15
11.03	0.15
11.06	0.15
11.08	0.15
11.11	0.15
11.13	0.16
11.15	0.15
11.18	0.15
11.20	0.17
11.23	0.15
11.25	0.15
11.28	0.16
11.30	0.15
11.33	0.15
11.35	0.15
11.37	0.16
11.40	0.15
11.42	0.15
11.45	0.17
11.47	0.15
11.50	0.15
11.52	0.17
11.55	0.14
11.57	0.14
11.59	0.15
11.62	0.14
11.64	0.14
11.67	0.14
11.69	0.16
11.72	0.15
11.74	0.15
11.77	0.17
11.79	0.15
11.81	0.15
11.84	0.16
11.86	0.15
11.89	0.15
11.91	0.15
11.94	0.15
11.96	0.14
11.99	0.14
12.01	0.16
12.03	0.14
12.06	0.14
12.08	0.16
12.11	0.15
12.13	0.15
12.16	0.15
12.18	0.15
12.21	0.15
12.23	0.15
12.25	0.16
12.28	0.15
12.30	0.15
12.33	0.17
12.35	0.15
12.38	0.15
12.40	0.16
12.42	0.15
12.45	0.15
12.47	0.15
12.50	0.16
12.52	0.15
12.55	0.15
12.57	0.17
12.60	0.15
12.62	0.15
12.64	0.16
12.67	0.15
12.69	0.15
12.72	0.15
12.74	0.15
12.77	0.15
12.79	0.15
12.82	0.16
12.84	0.15
12.86	0.15
12.89	0.17
12.91	0.15
12.94	0.15
12.96	0.15
12.99	0.15
13.01	0.15
13.04	0.15
13.06	0.16
13.08	0.15
13.11	0.15
13.13	0.17
13.16	0.15
13.18	0.15
13.21	0.16
13.23	0.15
13.26	0.15
13.28	0.15
13.30	0.16
13.33	0.16
13.35	0.16
13.38	0.18
13.40	0.16
13.43	0.16
13.45	0.18
13.47	0.16
13.50	0.16
13.52	0.16
13.55	0.16
13.57	0.16
13.60	0.16
13.62	0.18
13.65	0.16
13.67	0.16
13.69	0.19
13.72	0.17
13.74	0.17
13.77	0.17
13.79	0.16
13.82	0.16
13.84	0.16
13.87	0.16
13.89	0.16
13.91	0.16
13.94	0.18
13.96	0.16
13.99	0.16
14.01	0.18
14.04	0.16
14.06	0.16
14.09	0.17
14.11	0.16
14.13	0.16
14.16	0.16
14.18	0.17
14.21	0.15
14.23	0.15
14.26	0.17
14.28	0.16
14.31	0.16
14.33	0.17
14.35	0.15
14.38	0.15
14.40	0.16
14.43	0.16
14.45	0.16
14.48	0.16
14.50	0.18
14.52	0.16
14.55	0.16
14.57	0.18
14.60	0.16
14.62	0.16
14.65	0.16
14.67	0.15
14.70	0.15
14.72	0.15
14.74	0.16
14.77	0.15
14.79	0.15
14.82	0.18
14.84	0.16
14.87	0.16
14.89	0.17
14.92	0.15
14.94	0.15
14.96	0.16
14.99	0.16
15.01	0.16
15.04	0.16
15.06	0.17
15.09	0.16
15.11	0.16
15.14	0.18
15.16	0.16
15.18	0.16
15.21	0.16
15.23	0.16
15.26	0.16
15.28	0.16
15.31	0.17
15.33	0.16
15.36	0.16
15.38	0.18
15.40	0.16
15.43	0.16
15.45	0.18
15.48	0.16
15.50	0.16
15.53	0.16
15.55	0.16
15.57	0.16
15.60	0.16
15.62	0.18
15.65	0.16
15.67	0.16
15.70	0.17
15.72	0.15
15.75	0.15
15.77	0.16
15.79	0.16
15.82	0.16
15.84	0.16
15.87	0.17
15.89	0.15
15.92	0.15
15.94	0.18
15.97	0.16
15.99	0.16
16.01	0.17
16.04	0.16
16.06	0.16
16.09	0.16
16.11	0.16
16.14	0.15
16.16	0.15
16.19	0.17
16.21	0.16
16.23	0.16
16.26	0.17
16.28	0.15
16.31	0.15
16.33	0.16
16.36	0.15
16.38	0.15
16.41	0.15
16.43	0.15
16.45	0.14
16.48	0.14
16.50	0.16
16.53	0.14
16.55	0.14
16.58	0.16
16.60	0.13
16.63	0.13
16.65	0.14
16.67	0.14
16.70	0.14
16.72	0.14
16.75	0.16
16.77	0.14
16.80	0.14
16.82	0.16
16.84	0.14
16.87	0.14
16.89	0.14
16.92	0.14
16.94	0.14
16.97	0.14
16.99	0.16
17.02	0.15
17.04	0.15
17.06	0.17
17.09	0.16
17.11	0.16
17.14	0.16
17.16	0.15
17.19	0.15
17.21	0.15
17.24	0.15
17.26	0.15
17.28	0.15
17.31	0.17
17.33	0.15
17.36	0.15
17.38	0.17
17.41	0.14
17.43	0.14
17.46	0.15
17.48	0.14
17.50	0.14
17.53	0.14
17.55	0.16
17.58	0.14
17.60	0.14
17.63	0.16
17.65	0.14
17.68	0.14
17.70	0.16
17.72	0.14
17.75	0.14
17.77	0.15
17.80	0.15
17.82	0.15
17.85	0.15
17.87	0.17
17.89	0.16
17.92	0.16
17.94	0.17
17.97	0.15
17.99	0.15
18.02	0.16
18.04	0.15
18.07	0.15
18.09	0.15
18.11	0.15
18.14	0.15
18.16	0.15
18.19	0.17
18.21	0.15
18.24	0.15
18.26	0.18
18.29	0.16
18.31	0.16
18.33	0.16
18.36	0.16
18.38	0.16
18.41	0.16
18.43	0.17
18.46	0.16
18.48	0.16
18.51	0.17
18.53	0.15
18.55	0.15
18.58	0.16
18.60	0.15
18.63	0.15
18.65	0.15
18.68	0.17
18.70	0.16
18.73	0.16
18.75	0.18
18.77	0.16
18.80	0.16
18.82	0.17
18.85	0.16
18.87	0.16
18.90	0.17
18.92	0.15
18.94	0.14
18.97	0.15
18.99	0.16
19.02	0.15
19.04	0.15
19.07	0.16
19.09	0.14
19.12	0.14
19.14	0.14
19.16	0.13
19.19	0.13
19.21	0.13
19.24	0.14
19.26	0.13
19.29	0.13
19.31	0.15
19.34	0.13
19.36	0.13
19.38	0.14
19.41	0.13
19.43	0.13
19.46	0.13
19.48	0.14
19.51	0.13
19.53	0.13
19.56	0.15
19.58	0.13
19.60	0.13
19.63	0.15
19.65	0.13
19.68	0.13
19.70	0.13
19.73	0.13
19.75	0.13
19.78	0.13
19.80	0.15
19.82	0.14
19.85	0.14
19.87	0.15
19.90	0.14
19.92	0.14
19.95	0.14
19.97	0.13
19.99	0.13
20.02	0.13
20.04	0.13
20.07	0.13
20.09	0.13
20.12	0.15
20.14	0.13
20.17	0.13
20.19	0.15
20.21	0.13
20.24	0.13
20.26	0.13
20.29	0.13
20.31	0.13
20.34	0.13
20.36	0.14
20.39	0.13
20.41	0.13
20.43	0.15
20.46	0.13
20.48	0.13
20.51	0.14
20.53	0.13
20.56	0.13
20.58	0.13
20.61	0.13
20.63	0.13
20.65	0.13
20.68	0.15
20.70	0.13
20.73	0.14
20.75	0.15
20.78	0.12
20.80	0.12
20.83	0.13
20.85	0.13
20.87	0.13
20.90	0.13
20.92	0.14
20.95	0.13
20.97	0.13
21.00	0.15
21.02	0.13
21.05	0.13
21.07	0.14
21.09	0.12
21.12	0.12
21.14	0.12
21.17	0.13
21.19	0.12
21.22	0.12
21.24	0.14
21.26	0.13
21.29	0.12
21.31	0.14
21.34	0.12
21.36	0.12
21.39	0.13
21.41	0.12
21.44	0.12
21.46	0.12
21.48	0.13
21.51	0.12
21.53	0.13
21.56	0.14
21.58	0.13
21.61	0.13
21.63	0.13
21.66	0.12
21.68	0.12
21.70	0.12
21.73	0.13
21.75	0.13
21.78	0.13
21.80	0.15
21.83	0.13
21.85	0.13
21.88	0.15
21.90	0.13
21.92	0.13
21.95	0.13
21.97	0.13
22.00	0.13
22.02	0.13
22.05	0.15
22.07	0.14
22.10	0.14
22.12	0.16
22.14	0.14
22.17	0.14
22.19	0.15
22.22	0.13
22.24	0.13
22.27	0.13
22.29	0.14
22.31	0.13
22.34	0.13
22.36	0.15
22.39	0.14
22.41	0.14
22.44	0.15
22.46	0.13
22.49	0.13
22.51	0.14
22.53	0.14
22.56	0.14
22.58	0.14
22.61	0.15
22.63	0.14
22.66	0.14
22.68	0.16
22.71	0.14
22.73	0.14
22.75	0.15
22.78	0.14
22.80	0.14
22.83	0.14
22.85	0.15
22.88	0.15
22.90	0.15
22.93	0.17
22.95	0.15
22.97	0.15
23.00	0.17
23.02	0.15
23.05	0.15
23.07	0.16
23.10	0.16
23.12	0.16
23.15	0.16
23.17	0.17
23.19	0.16
23.22	0.16
23.24	0.18
23.27	0.16
23.29	0.16
23.32	0.17
23.34	0.16
23.36	0.16
23.39	0.16
23.41	0.17
23.44	0.16
23.46	0.16
23.49	0.18
23.51	0.16
23.54	0.16
23.56	0.18
23.58	0.17
23.61	0.17
23.63	0.17
23.66	0.17
23.68	0.17
23.71	0.17
23.73	0.19
23.76	0.17
23.78	0.17
23.80	0.20
23.83	0.18
23.85	0.18
23.88	0.19
23.90	0.18
23.93	0.18
23.95	0.19
23.98	0.20
24.00	0.19
24.02	0.19
24.05	0.21
24.07	0.20
24.10	0.20
24.12	0.21
24.15	0.19
24.17	0.19
24.20	0.21
24.22	0.20
24.24	0.20
24.27	0.20
24.29	0.22
24.32	0.20
24.34	0.20
24.37	0.23
24.39	0.21
24.42	0.21
24.44	0.22
24.46	0.21
24.49	0.21
24.51	0.22
24.54	0.23
24.56	0.21
24.59	0.21
24.61	0.24
24.63	0.21
24.66	0.21
24.68	0.24
24.71	0.22
24.73	0.22
24.76	0.24
24.78	0.24
24.81	0.23
24.83	0.23
24.85	0.25
24.88	0.23
24.90	0.23
24.93	0.25
24.95	0.23
24.98	0.23
25.00	0.25
25.03	0.25
25.05	0.24
25.07	0.25
25.10	0.26
25.12	0.25
25.15	0.25
25.17	0.27
25.20	0.25
25.22	0.25
25.25	0.27
25.27	0.26
25.29	0.26
25.32	0.28
25.34	0.27
25.37	0.26
25.39	0.27
25.42	0.28
25.44	0.26
25.47	0.26
25.49	0.29
25.51	0.28
25.54	0.28
25.56	0.29
25.59	0.29
25.61	0.29
25.64	0.30
25.66	0.31
25.68	0.29
25.71	0.29
25.73	0.31
25.76	0.29
25.78	0.29
25.81	0.31
25.83	0.30
25.86	0.30
25.88	0.32
25.90	0.32
25.93	0.31
25.95	0.31
25.98	0.33
26.00	0.31
26.03	0.31
26.05	0.34
26.08	0.32
26.10	0.32
26.12	0.35
26.15	0.34
26.17	0.34
26.20	0.35
26.22	0.36
26.25	0.34
26.27	0.34
26.30	0.37
26.32	0.35
26.34	0.35
26.37	0.38
26.39	0.37
26.42	0.37
26.44	0.39
26.47	0.40
26.49	0.38
26.52	0.39
26.54	0.41
26.56	0.38
26.59	0.38
26.61	0.42
26.64	0.40
26.66	0.40
26.69	0.43
26.71	0.43
26.73	0.42
26.76	0.44
26.78	0.45
26.81	0.43
26.83	0.47
26.86	0.47
26.88	0.44
26.91	0.47
26.93	0.50
26.95	0.46
26.98	0.48
27.00	0.52
27.03	0.49
27.05	0.48
27.08	0.53
27.10	0.51
27.13	0.48
27.15	0.52
27.17	0.54
27.20	0.50
27.22	0.53
27.25	0.57
27.27	0.53
27.30	0.53
27.32	0.57
27.35	0.55
27.37	0.52
27.39	0.57
27.42	0.57
27.44	0.53
27.47	0.56
27.49	0.55
27.52	0.54
27.54	0.57
27.57	0.58
27.59	0.55
27.61	0.56
27.64	0.59
27.66	0.56
27.69	0.56
27.71	0.60
27.74	0.58
27.76	0.58
27.78	0.61
27.81	0.61
27.83	0.59
27.86	0.61
27.88	0.63
27.91	0.60
27.93	0.61
27.96	0.65
27.98	0.60
28.00	0.60
28.03	0.64
28.05	0.64
28.08	0.62
28.10	0.65
28.13	0.67
28.15	0.64
28.18	0.65
28.20	0.68
28.22	0.65
28.25	0.66
28.27	0.71
28.30	0.68
28.32	0.68
28.35	0.72
28.37	0.72
28.40	0.70
28.42	0.73
28.44	0.75
28.47	0.72
28.49	0.73
28.52	0.77
28.54	0.74
28.57	0.74
28.59	0.79
28.62	0.78
28.64	0.78
28.66	0.82
28.69	0.83
28.71	0.80
28.74	0.83
28.76	0.86
28.79	0.83
28.81	0.84
28.84	0.89
28.86	0.87
28.88	0.86
28.91	0.90
28.93	0.90
28.96	0.88
28.98	0.92
29.01	0.93
29.03	0.91
29.05	0.93
29.08	0.96
29.10	0.94
29.13	0.94
29.15	0.99
29.18	0.98
29.20	0.96
29.23	1.01
29.25	1.01
29.27	0.99
29.30	1.02
29.32	1.05
29.35	1.03
29.37	1.04
29.40	1.08
29.42	1.06
29.45	1.06
29.47	1.10
29.49	1.10
29.52	1.08
29.54	1.12
29.57	1.14
29.59	1.11
29.62	1.14
29.64	1.17
29.67	1.15
29.69	1.15
29.71	1.19
29.74	1.19
29.76	1.18
29.79	1.22
29.81	1.23
29.84	1.21
29.86	1.25
29.89	1.27
29.91	1.25
29.93	1.26
29.96	1.30
29.98	1.29
30.01	1.29
30.03	1.33
30.06	1.33
30.08	1.32
30.10	1.35
30.13	1.37
30.15	1.35
30.18	1.37
30.20	1.40
30.23	1.38
30.25	1.39
30.28	1.43
30.30	1.42
30.32	1.42
30.35	1.46
30.37	1.47
30.40	1.45
30.42	1.47
30.45	1.50
30.47	1.48
30.50	1.49
30.52	1.53
30.54	1.52
30.57	1.51
30.59	1.55
30.62	1.55
30.64	1.53
30.67	1.57
30.69	1.58
30.72	1.56
30.74	1.58
30.76	1.61
30.79	1.59
30.81	1.59
30.84	1.63
30.86	1.62
30.89	1.61
30.91	1.65
30.94	1.65
30.96	1.63
30.98	1.66
31.01	1.67
31.03	1.65
31.06	1.66
31.08	1.69
31.11	1.68
31.13	1.67
31.15	1.70
31.18	1.70
31.20	1.68
31.23	1.71
31.25	1.72
31.28	1.70
31.30	1.72
31.33	1.75
31.35	1.72
31.37	1.72
31.40	1.75
31.42	1.74
31.45	1.73
31.47	1.76
31.50	1.77
31.52	1.74
31.55	1.76
31.57	1.78
31.59	1.76
31.62	1.77
31.64	1.79
31.67	1.78
31.69	1.77
31.72	1.80
31.74	1.79
31.77	1.77
31.79	1.80
31.81	1.81
31.84	1.79
31.86	1.80
31.89	1.82
31.91	1.80
31.94	1.79
31.96	1.83
31.99	1.82
32.01	1.80
32.03	1.83
32.06	1.83
32.08	1.81
32.11	1.82
32.13	1.84
32.16	1.80
32.18	1.81
32.20	1.84
32.23	1.82
32.25	1.81
32.28	1.83
32.30	1.83
32.33	1.80
32.35	1.82
32.38	1.83
32.40	1.80
32.42	1.81
32.45	1.83
32.47	1.80
32.50	1.79
32.52	1.82
32.55	1.80
32.57	1.78
32.60	1.80
32.62	1.80
32.64	1.76
32.67	1.78
32.69	1.79
32.72	1.76
32.74	1.76
32.77	1.78
32.79	1.76
32.82	1.74
32.84	1.76
32.86	1.74
32.89	1.71
32.91	1.73
32.94	1.73
32.96	1.69
32.99	1.70
33.01	1.71
33.04	1.68
33.06	1.67
33.08	1.69
33.11	1.67
33.13	1.64
33.16	1.66
33.18	1.65
33.21	1.62
33.23	1.63
33.26	1.64
33.28	1.60
33.30	1.59
33.33	1.61
33.35	1.57
33.38	1.55
33.40	1.57
33.43	1.56
33.45	1.52
33.47	1.53
33.50	1.53
33.52	1.50
33.55	1.50
33.57	1.51
33.60	1.47
33.62	1.46
33.65	1.47
33.67	1.45
33.69	1.42
33.72	1.44
33.74	1.43
33.77	1.39
33.79	1.39
33.82	1.40
33.84	1.36
33.87	1.35
33.89	1.36
33.91	1.34
33.94	1.32
33.96	1.33
33.99	1.31
34.01	1.28
34.04	1.29
34.06	1.29
34.09	1.25
34.11	1.25
34.13	1.25
34.16	1.22
34.18	1.20
34.21	1.22
34.23	1.20
34.26	1.17
34.28	1.16
34.31	1.15
34.33	1.11
34.35	1.11
34.38	1.12
34.40	1.08
34.43	1.07
34.45	1.09
34.48	1.05
34.50	1.03
34.52	1.05
34.55	1.04
34.57	0.99
34.60	1.00
34.62	1.01
34.65	0.97
34.67	0.97
34.70	0.98
34.72	0.94
34.74	0.93
34.77	0.94
34.79	0.91
34.82	0.89
34.84	0.91
34.87	0.90
34.89	0.86
34.92	0.87
34.94	0.89
34.96	0.85
34.99	0.84
35.01	0.86
35.04	0.83
35.06	0.81
35.09	0.83
35.11	0.81
35.14	0.78
35.16	0.79
35.18	0.79
35.21	0.75
35.23	0.75
35.26	0.76
35.28	0.73
35.31	0.71
35.33	0.73
35.36	0.71
35.38	0.68
35.40	0.70
35.43	0.69
35.45	0.66
35.48	0.66
35.50	0.67
35.53	0.63
35.55	0.62
35.57	0.63
35.60	0.61
35.62	0.59
35.65	0.61
35.67	0.60
35.70	0.57
35.72	0.58
35.75	0.58
35.77	0.54
35.79	0.54
35.82	0.55
35.84	0.52
35.87	0.51
35.89	0.53
35.92	0.51
35.94	0.49
35.97	0.51
35.99	0.50
36.01	0.47
36.04	0.47
36.06	0.48
36.09	0.45
36.11	0.44
36.14	0.46
36.16	0.44
36.19	0.43
36.21	0.44
36.23	0.43
36.26	0.41
36.28	0.42
36.31	0.42
36.33	0.39
36.36	0.39
36.38	0.41
36.41	0.38
36.43	0.38
36.45	0.40
36.48	0.38
36.50	0.36
36.53	0.37
36.55	0.38
36.58	0.35
36.60	0.35
36.62	0.37
36.65	0.33
36.67	0.33
36.70	0.35
36.72	0.33
36.75	0.32
36.77	0.34
36.80	0.33
36.82	0.31
36.84	0.31
36.87	0.32
36.89	0.30
36.92	0.30
36.94	0.32
36.97	0.29
36.99	0.29
37.02	0.31
37.04	0.29
37.06	0.28
37.09	0.29
37.11	0.29
37.14	0.27
37.16	0.27
37.19	0.29
37.21	0.26
37.24	0.26
37.26	0.28
37.28	0.26
37.31	0.26
37.33	0.27
37.36	0.26
37.38	0.25
37.41	0.25
37.43	0.26
37.46	0.24
37.48	0.24
37.50	0.26
37.53	0.23
37.55	0.23
37.58	0.25
37.60	0.23
37.63	0.23
37.65	0.23
37.68	0.24
37.70	0.22
37.72	0.22
37.75	0.23
37.77	0.21
37.80	0.21
37.82	0.23
37.85	0.21
37.87	0.21
37.89	0.22
37.92	0.21
37.94	0.20
37.97	0.20
37.99	0.21
38.02	0.20
38.04	0.20
38.07	0.22
38.09	0.20
38.11	0.20
38.14	0.21
38.16	0.20
38.19	0.20
38.21	0.20
38.24	0.21
38.26	0.19
38.29	0.19
38.31	0.21
38.33	0.19
38.36	0.19
38.38	0.21
38.41	0.20
38.43	0.20
38.46	0.21
38.48	0.21
38.51	0.20
38.53	0.20
38.55	0.22
38.58	0.20
38.60	0.20
38.63	0.23
38.65	0.21
38.68	0.21
38.70	0.23
38.73	0.22
38.75	0.22
38.77	0.23
38.80	0.25
38.82	0.23
38.85	0.23
38.87	0.26
38.90	0.24
38.92	0.25
38.94	0.27
38.97	0.27
38.99	0.27
39.02	0.29
39.04	0.30
39.07	0.29
39.09	0.29
39.12	0.32
39.14	0.30
39.16	0.30
39.19	0.34
39.21	0.33
39.24	0.33
39.26	0.36
39.29	0.36
39.31	0.36
39.34	0.38
39.36	0.39
39.38	0.38
39.41	0.39
39.43	0.42
39.46	0.40
39.48	0.40
39.51	0.44
39.53	0.44
39.56	0.44
39.58	0.47
39.60	0.47
39.63	0.46
39.65	0.47
39.68	0.49
39.70	0.48
39.73	0.49
39.75	0.53
39.78	0.51
39.80	0.51
39.82	0.55
39.85	0.55
39.87	0.54
39.90	0.56
39.92	0.58
39.95	0.57
39.97	0.58
39.99	0.61
40.02	0.60
40.04	0.61
40.07	0.64
40.09	0.64
40.12	0.64
40.14	0.68
40.17	0.68
40.19	0.67
40.21	0.70
40.24	0.72
40.26	0.70
40.29	0.72
40.31	0.75
40.34	0.75
40.36	0.74
40.39	0.78
40.41	0.78
40.43	0.77
40.46	0.80
40.48	0.82
40.51	0.80
40.53	0.83
40.56	0.86
40.58	0.84
40.61	0.85
40.63	0.88
40.65	0.88
40.68	0.88
40.70	0.91
40.73	0.93
40.75	0.91
40.78	0.94
40.80	0.96
40.83	0.94
40.85	0.96
40.87	0.99
40.90	0.98
40.92	0.98
40.95	1.02
40.97	1.02
41.00	1.01
41.02	1.04
41.05	1.06
41.07	1.05
41.09	1.07
41.12	1.10
41.14	1.08
41.17	1.09
41.19	1.13
41.22	1.12
41.24	1.12
41.26	1.16
41.29	1.17
41.31	1.16
41.34	1.18
41.36	1.21
41.39	1.18
41.41	1.20
41.44	1.24
41.46	1.23
41.48	1.23
41.51	1.27
41.53	1.27
41.56	1.26
41.58	1.29
41.61	1.30
41.63	1.29
41.66	1.32
41.68	1.35
41.70	1.33
41.73	1.34
41.75	1.38
41.78	1.37
41.80	1.36
41.83	1.40
41.85	1.41
41.88	1.39
41.90	1.41
41.92	1.44
41.95	1.42
41.97	1.44
42.00	1.47
42.02	1.46
42.05	1.46
42.07	1.50
42.10	1.50
42.12	1.48
42.14	1.52
42.17	1.53
42.19	1.51
42.22	1.53
42.24	1.56
42.27	1.55
42.29	1.55
42.31	1.59
42.34	1.58
42.36	1.58
42.39	1.61
42.41	1.62
42.44	1.60
42.46	1.63
42.49	1.66
42.51	1.64
42.53	1.65
42.56	1.68
