Voltage U1	Corriente IA
U1/V	IA/nA

31.77	5.03
31.79	4.98
31.81	5.00
31.84	5.03
31.86	4.96
31.89	4.98
31.91	5.01
31.94	4.97
31.96	4.94
31.99	4.99
32.01	4.95
32.03	4.90
32.06	4.94
32.08	4.95
32.11	4.89
32.13	4.92
32.16	4.90
32.18	4.85
32.20	4.87
32.23	4.87
32.25	4.82
32.28	4.82
32.30	4.84
32.33	4.78
32.35	4.76
32.38	4.78
32.40	4.75
32.42	4.70
32.45	4.72
32.47	4.71
32.50	4.65
32.52	4.65
32.55	4.66
32.57	4.60
32.60	4.58
32.62	4.59
32.64	4.54
32.67	4.51
32.69	4.52
32.72	4.49
32.74	4.44
32.77	4.44
32.79	4.43
32.82	4.37
32.84	4.36
32.86	4.37
32.89	4.31
32.91	4.27
32.94	4.28
32.96	4.25
32.99	4.20
33.01	4.21
33.04	4.18
33.06	4.12
33.08	4.12
33.11	4.11
33.13	4.04
33.16	4.02
33.18	4.03
33.21	3.97
33.23	3.93
33.26	3.94
33.28	3.91
33.30	3.85
33.33	3.85
33.35	3.84
33.38	3.77
33.40	3.76
33.43	3.76
33.45	3.69
33.47	3.66
33.50	3.67
33.52	3.62
33.55	3.57
33.57	3.58
33.60	3.53
33.62	3.46
33.65	3.46
33.67	3.45
33.69	3.38
33.72	3.36
33.74	3.36
33.77	3.30
33.79	3.26
33.82	3.27
33.84	3.22
33.87	3.16
33.89	3.19
33.91	3.12
33.94	3.06
33.96	3.10
33.99	3.05
34.01	2.97
34.04	2.98
34.06	2.97
34.09	2.88
34.11	2.88
34.13	2.86
34.16	2.79
34.18	2.75
34.21	2.78
34.23	2.72
34.26	2.67
34.28	2.70
34.31	2.66
34.33	2.58
34.35	2.58
34.38	2.59
34.40	2.50
34.43	2.49
34.45	2.51
34.48	2.44
34.50	2.39
34.52	2.42
34.55	2.35
34.57	2.32
34.60	2.33
34.62	2.28
34.65	2.24
34.67	2.25
34.70	2.21
34.72	2.15
34.74	2.15
34.77	2.14
34.79	2.11
34.82	2.09
34.84	2.09
34.87	2.03
34.89	2.00
34.92	2.01
34.94	1.97
34.96	1.92
34.99	1.93
35.01	1.91
35.04	1.84
35.06	1.84
35.09	1.83
35.11	1.77
35.14	1.75
35.16	1.76
35.18	1.71
35.21	1.67
35.23	1.68
35.26	1.65
35.28	1.60
35.31	1.61
35.33	1.59
35.36	1.54
35.38	1.53
35.40	1.54
35.43	1.48
35.45	1.45
35.48	1.46
35.50	1.42
35.53	1.38
35.55	1.39
35.57	1.37
35.60	1.31
35.62	1.32
35.65	1.32
35.67	1.26
35.70	1.25
35.72	1.26
35.75	1.21
35.77	1.18
35.79	1.19
35.82	1.16
35.84	1.11
35.87	1.13
35.89	1.12
35.92	1.07
35.94	1.06
