Voltage U1	Corriente IA
U1/V	IA/nA

32.52	9.45
32.55	9.45
32.57	9.39
32.60	9.36
32.62	9.36
32.64	9.31
32.67	9.26
32.69	9.25
32.72	9.22
32.74	9.16
32.77	9.15
32.79	9.13
32.82	9.06
32.84	9.03
32.86	9.02
32.89	8.96
32.91	8.91
32.94	8.89
32.96	8.85
32.99	8.78
33.01	8.76
33.04	8.73
33.06	8.66
33.08	8.64
33.11	8.61
33.13	8.54
33.16	8.50
33.18	8.48
33.21	8.42
33.23	8.36
33.26	8.33
33.28	8.28
33.30	8.21
33.33	8.18
33.35	8.15
33.38	8.07
33.40	8.03
33.43	8.00
33.45	7.93
33.47	7.88
33.50	7.85
33.52	7.79
33.55	7.71
33.57	7.68
33.60	7.64
33.62	7.56
33.65	7.51
33.67	7.49
33.69	7.41
33.72	7.35
33.74	7.32
33.77	7.25
33.79	7.19
33.82	7.16
33.84	7.10
33.87	7.02
33.89	6.98
33.91	6.94
33.94	6.86
33.96	6.82
33.99	6.79
34.01	6.72
34.04	6.65
34.06	6.62
34.09	6.56
34.11	6.48
34.13	6.44
34.16	6.39
34.18	6.31
34.21	6.27
34.23	6.24
34.26	6.16
34.28	6.11
34.31	6.08
34.33	6.00
34.35	5.92
34.38	5.90
34.40	5.84
34.43	5.76
34.45	5.72
34.48	5.68
34.50	5.60
34.52	5.56
34.55	5.53
34.57	5.46
34.60	5.39
34.62	5.36
34.65	5.30
34.67	5.22
34.70	5.20
34.72	5.15
34.74	5.07
34.77	5.04
34.79	5.00
34.82	4.93
34.84	4.88
34.87	4.85
34.89	4.79
34.92	4.72
34.94	4.69
34.96	4.64
34.99	4.57
35.01	4.54
35.04	4.51
35.06	4.44
35.09	4.40
35.11	4.38
35.14	4.30
35.16	4.25
35.18	4.23
35.21	4.18
35.23	4.11
35.26	4.09
35.28	4.05
35.31	3.98
35.33	3.95
35.36	3.92
35.38	3.85
35.40	3.81
35.43	3.79
35.45	3.73
35.48	3.67
35.50	3.66
35.53	3.62
35.55	3.55
35.57	3.52
35.60	3.49
35.62	3.45
35.65	3.41
35.67	3.40
35.70	3.34
35.72	3.30
35.75	3.28
35.77	3.23
35.79	3.17
35.82	3.15
35.84	3.12
35.87	3.05
35.89	3.03
35.92	3.02
35.94	2.96
35.97	2.92
35.99	2.91
36.01	2.86
36.04	2.82
36.06	2.81
36.09	2.77
36.11	2.71
36.14	2.69
36.16	2.67
36.19	2.61
36.21	2.59
36.23	2.59
36.26	2.53
36.28	2.46
36.31	2.46
36.33	2.42
36.36	2.37
36.38	2.36
36.41	2.33
36.43	2.28
36.45	2.26
36.48	2.25
36.50	2.20
36.53	2.17
36.55	2.17
36.58	2.12
36.60	2.07
36.62	2.07
36.65	2.04
36.67	1.99
36.70	1.98
36.72	1.96
36.75	1.91
36.77	1.88
36.80	1.88
36.82	1.84
36.84	1.80
36.87	1.80
36.89	1.77
36.92	1.72
36.94	1.72
36.97	1.70
36.99	1.65
37.02	1.63
37.04	1.63
37.06	1.58
37.09	1.56
37.11	1.56
37.14	1.52
37.16	1.48
37.19	1.48
37.21	1.46
37.24	1.41
37.26	1.40
37.28	1.39
37.31	1.34
37.33	1.33
37.36	1.33
37.38	1.29
37.41	1.26
37.43	1.26
37.46	1.23
37.48	1.19
37.50	1.19
37.53	1.17
37.55	1.13
37.58	1.12
37.60	1.12
37.63	1.08
37.65	1.06
37.68	1.06
37.70	1.03
37.72	1.00
37.75	1.01
37.77	0.99
37.80	0.95
37.82	0.95
37.85	0.96
37.87	0.92
37.89	0.91
37.92	0.93
37.94	0.90
37.97	0.89
37.99	0.90
38.02	0.88
38.04	0.86
38.07	0.88
38.09	0.89
38.11	0.87
38.14	0.88
38.16	0.90
38.19	0.88
38.21	0.88
38.24	0.92
38.26	0.92
38.29	0.92
38.31	0.96
38.33	0.98
38.36	0.97
38.38	1.01
38.41	1.04
38.43	1.05
38.46	1.08
38.48	1.13
38.51	1.13
38.53	1.15
38.55	1.22
38.58	1.24
38.60	1.26
38.63	1.33
38.65	1.37
38.68	1.39
38.70	1.45
38.73	1.50
38.75	1.52
38.77	1.56
38.80	1.64
38.82	1.67
38.85	1.71
38.87	1.78
38.90	1.83
38.92	1.86
38.94	1.93
38.97	2.00
38.99	2.02
39.02	2.08
39.04	2.15
39.07	2.18
39.09	2.23
39.12	2.31
39.14	2.36
39.16	2.39
39.19	2.48
39.21	2.53
39.24	2.56
39.26	2.63
39.29	2.69
39.31	2.72
39.34	2.77
39.36	2.85
39.38	2.89
39.41	2.93
39.43	3.01
39.46	3.06
39.48	3.09
39.51	3.16
39.53	3.22
39.56	3.25
39.58	3.30
39.60	3.37
39.63	3.40
39.65	3.44
39.68	3.52
39.70	3.56
39.73	3.59
39.75	3.66
39.78	3.72
39.80	3.74
39.82	3.80
39.85	3.87
39.87	3.89
39.90	3.94
39.92	4.01
39.95	4.04
39.97	4.08
39.99	4.15
40.02	4.20
40.04	4.22
40.07	4.29
40.09	4.35
40.12	4.37
40.14	4.43
40.17	4.50
40.19	4.52
40.21	4.57
40.24	4.64
40.26	4.68
40.29	4.72
40.31	4.80
40.34	4.85
40.36	4.88
40.39	4.94
40.41	5.01
40.43	5.03
40.46	5.07
40.48	5.15
40.51	5.19
40.53	5.23
40.56	5.31
40.58	5.36
40.61	5.39
40.63	5.46
40.65	5.52
40.68	5.55
40.70	5.62
40.73	5.69
40.75	5.71
40.78	5.77
40.80	5.85
40.83	5.89
40.85	5.93
40.87	6.01
40.90	6.07
40.92	6.09
40.95	6.17
40.97	6.23
41.00	6.27
41.02	6.32
41.05	6.40
41.07	6.43
41.09	6.48
41.12	6.57
41.14	6.62
41.17	6.64
41.19	6.72
41.22	6.79
41.24	6.81
41.26	6.87
41.29	6.94
41.31	6.97
41.34	7.02
41.36	7.09
41.39	7.14
41.41	7.17
41.44	7.25
41.46	7.30
41.48	7.33
41.51	7.40
41.53	7.46
41.56	7.49
41.58	7.54
41.61	7.61
41.63	7.64
41.66	7.68
41.68	7.75
41.70	7.80
41.73	7.82
41.75	7.89
41.78	7.95
41.80	7.97
41.83	8.03
41.85	8.10
41.88	8.12
41.90	8.16
41.92	8.24
41.95	8.27
41.97	8.30
42.00	8.38
42.02	8.43
42.05	8.45
42.07	8.52
42.10	8.58
42.12	8.60
42.14	8.65
42.17	8.71
42.19	8.74
42.22	8.77
42.24	8.85
42.27	8.89
42.29	8.91
42.31	8.98
42.34	9.04
42.36	9.06
42.39	9.11
42.41	9.18
